venue,venue_key,status,query,place,admin1,country_code,country,latitude,longitude,timezone,countries_voted,source,note
"Gaddafi Stadium, Lahore",gaddafi stadium lahore,mapped,Lahore,Lahore,Punjab,PK,Pakistan,31.5580,74.3507,Asia/Karachi,PK AE GB AU ZA IE NZ BD JM TT BB GY LC VC AG GD KN DM TH,open-meteo-geocoding,
"Gahanga B Ground, Rwanda",gahanga b ground rwanda,mapped,Rwanda,Rwanda,,RW,Rwanda,-2.0000,30.0000,Africa/Kigali,RW MW KE NG BR UG CM NP TZ SL VU IT US BW,open-meteo-geocoding,
Gahanga International Cricket Stadium. Rwanda,gahanga international cricket stadium rwanda,mapped,Kigali,Kigali,Kigali,RW,Rwanda,-1.9500,30.0588,Africa/Kigali,RW UG TZ NG BW KE MW CM GH SL BR BH MZ SC NA IT US VU NP ML GM LS DE SZ,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Galle International Stadium,galle international stadium,mapped,Galle,Galle,Southern Province,LK,Sri Lanka,6.0461,80.2103,Asia/Colombo,LK NZ IN GB AU PK JM TT BB GY LC VC AG GD KN DM ZA ZW BD IE,open-meteo-geocoding,
Garon Park,garon park,mapped,Southend-on-Sea,Southend-on-Sea,England,GB,United Kingdom,51.5378,0.7143,Europe/London,NL GB,open-meteo-geocoding,
Geelong Cricket Ground,geelong cricket ground,mapped,Geelong,Geelong,Victoria,AU,Australia,-38.1471,144.3607,Australia/Melbourne,AU,open-meteo-geocoding,
Gelephu International Cricket Ground,gelephu international cricket ground,mapped,Gelephu,Gelephu Airport,Sarpang District,BT,Bhutan,26.8839,90.4684,Asia/Thimphu,BT MM ID MY HK TH MV BH,open-meteo-geocoding,
"GelsenTrabPark, Gelsenkirchen",gelsentrabpark gelsenkirchen,mapped,Gelsenkirchen,Gelsenkirchen,North Rhine-Westphalia,DE,Germany,51.5051,7.0965,Europe/Berlin,DE SE DK,open-meteo-geocoding,
Gliderol Stadium,gliderol stadium,mapped,Adelaide,Adelaide,South Australia,AU,Australia,-34.9287,138.5986,Australia/Adelaide,AU,open-meteo-geocoding,
"Gliderol Stadium, Adelaide",gliderol stadium adelaide,mapped,Adelaide,Adelaide,South Australia,AU,Australia,-34.9287,138.5986,Australia/Adelaide,AU,open-meteo-geocoding,
Gokaraju Liala Gangaaraju ACA Cricket Ground,gokaraju liala gangaaraju aca cricket ground,mapped,Vijayawada,Vijayawada,Andhra Pradesh,IN,India,16.5074,80.6466,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Goldenacre,goldenacre,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,GB CA KE AE NL OM,open-meteo-geocoding,
"Goldenacre, Edinburgh",goldenacre edinburgh,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,GB AT JE IE IT DE DK,open-meteo-geocoding,
Goodyear Park,goodyear park,mapped,Bloemfontein,Bloemfontein,Free State,ZA,South Africa,-29.1211,26.2140,Africa/Johannesburg,ZW ZA,open-meteo-geocoding,
"Goodyear Park, Bloemfontein",goodyear park bloemfontein,mapped,Bloemfontein,Bloemfontein,Free State,ZA,South Africa,-29.1211,26.2140,Africa/Johannesburg,NZ ZW LK BD ZA NL NA KE,open-meteo-geocoding,
"Gorse Lane, Grantham",gorse lane grantham,mapped,Grantham,Grantham,England,GB,United Kingdom,52.9115,-0.6418,Europe/London,GB,open-meteo-geocoding,
Grace Road,grace road,mapped,Leicester,Leicester,England,GB,United Kingdom,52.6386,-1.1317,Europe/London,GB PK ZA JM TT BB GY LC VC AG GD KN DM AU IN LK NZ,open-meteo-geocoding,
"Grace Road, Leicester",grace road leicester,mapped,Leicester,Leicester,England,GB,United Kingdom,52.6386,-1.1317,Europe/London,GB NZ ZA LK JM TT BB GY LC VC AG GD KN DM IE IN,open-meteo-geocoding,
Grainville,grainville,mapped,Saint Helier,Saint Helier,St Helier,JE,,49.1880,-2.1049,Europe/Jersey,OM TZ VU JE,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Grainville, St Saviour",grainville st saviour,mapped,Saint Helier,Saint Helier,St Helier,JE,,49.1880,-2.1049,Europe/Jersey,JE GG KE KW QA DK IT UG PG BM,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Grainville, St Saviour, Jersey",grainville st saviour jersey,mapped,Jersey,Jersey,,JE,,49.2167,-2.1375,Europe/Jersey,IT DE JE FR TR SE,open-meteo-geocoding,
Grand Prairie Stadium,grand prairie stadium,mapped,Dallas,Dallas,Texas,US,United States,32.7831,-96.8067,America/Chicago,US,open-meteo-geocoding,
"Grand Prairie Stadium, Dallas",grand prairie stadium dallas,mapped,Dallas,Dallas,Texas,US,United States,32.7831,-96.8067,America/Chicago,US ZW NP GB CA NL PK LK BD,open-meteo-geocoding,
"Grange Cricket Club Ground, Raeburn Place",grange cricket club ground raeburn place,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,GB ZW AE HK NA NL PK KE,open-meteo-geocoding,
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",grange cricket club ground raeburn place edinburgh,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,GB ZW IE DK NL BD NZ JE DE IT AU AT,open-meteo-geocoding,
"Grange Cricket Club, Raeburn Place",grange cricket club raeburn place,mapped,Edinburgh,Edinburgh,Scotland,GB,United Kingdom,55.9521,-3.1965,Europe/London,GB PK LK,open-meteo-geocoding,
"Great Barrier Reef Arena, Mackay",great barrier reef arena mackay,mapped,Mackay,Mackay,Queensland,AU,Australia,-21.1534,149.1655,Australia/Brisbane,AU NZ ZA BD,open-meteo-geocoding,
Green Park,green park,mapped,Kanpur,Kanpur,Uttar Pradesh,IN,India,26.4652,80.3498,Asia/Kolkata,IN ZA NZ GB PK LK JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Green Park, Kanpur",green park kanpur,mapped,Kanpur,Kanpur,Uttar Pradesh,IN,India,26.4652,80.3498,Asia/Kolkata,IN NZ BD,open-meteo-geocoding,
Greenfield International Stadium,greenfield international stadium,mapped,Thiruvananthapuram,Thiruvananthapuram,Kerala,IN,India,8.4855,76.9492,Asia/Kolkata,IN JM TT BB GY LC VC AG GD KN DM NZ,open-meteo-geocoding,
"Greenfield International Stadium, Thiruvananthapuram",greenfield international stadium thiruvananthapuram,mapped,Thiruvananthapuram,Thiruvananthapuram,Kerala,IN,India,8.4855,76.9492,Asia/Kolkata,IN LK ZA AU NZ,open-meteo-geocoding,
Greenfield Stadium,greenfield stadium,mapped,Thiruvananthapuram,Thiruvananthapuram,Kerala,IN,India,8.4855,76.9492,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Ground 1, Independence Park",ground 1 independence park,mapped,Port Vila,Port Vila,Shefa,VU,Vanuatu,-17.7365,168.3137,Pacific/Efate,PG VU ID WS JP FJ,open-meteo-geocoding,
"Ground 2, Independence Park",ground 2 independence park,mapped,Port Vila,Port Vila,Shefa,VU,Vanuatu,-17.7365,168.3137,Pacific/Efate,JP FJ ID PG VU,open-meteo-geocoding,
Guanggong International Cricket Stadium,guanggong international cricket stadium,mapped,Guangzhou,Guangzhou,Guangdong,CN,China,23.1167,113.2500,Asia/Shanghai,PK BD IN LK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Gucherre Cricket Ground,gucherre cricket ground,mapped,Albergaria,Albergaria-a-Velha,Aveiro District,PT,Portugal,40.6932,-8.4799,Europe/Lisbon,GI MT PT,open-meteo-geocoding,
"Guernsey Rovers Athletic Club Ground, Port Soif",guernsey rovers athletic club ground port soif,mapped,Saint Peter Port,St Peter Port,,GG,,49.4598,-2.5353,Europe/Guernsey,GG BG MT FI CZ EE GR ES CY JE DK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Guildford Bason, Merrow Down",guildford bason merrow down,mapped,Guildford,Guildford,England,GB,United Kingdom,51.2354,-0.5743,Europe/London,GB,open-meteo-geocoding,
Gurugram Cricket Ground (SRNCC),gurugram cricket ground srncc,mapped,Gurugram,Gurugram,Haryana,IN,India,28.4601,77.0263,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Guttsta Wicked Cricket Club,guttsta wicked cricket club,mapped,Kolsva,Kolsvasskaret,Agder,NO,Norway,59.1613,7.2556,Europe/Oslo,NO SE,open-meteo-geocoding,
"Guyana National Stadium, Providence",guyana national stadium providence,mapped,Georgetown,Georgetown,Demerara-Mahaica,GY,Guyana,6.8045,-58.1553,America/Guyana,,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Gymkhana Club,gymkhana club,mapped,Chiang Mai,Chiang Mai,Chiang Mai,TH,Thailand,18.7904,98.9847,Asia/Bangkok,QA KW BH CN BT TH,open-meteo-geocoding,
Gymkhana Club Ground,gymkhana club ground,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,KE BD BM CA ZW AE GB PK HK SA UG QA IE NL,open-meteo-geocoding,
"Gymkhana Club Ground, Dar-es-Salaam",gymkhana club ground dar es salaam,mapped,Dar es Salaam,Dar es Salaam,Dar es Salaam Region,TZ,Tanzania,-6.8235,39.2695,Africa/Dar_es_Salaam,TZ CM ML MW LS GH CA,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Gymkhana Club Ground, Nairobi",gymkhana club ground nairobi,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,KE UG RW BW QA NP TZ DK JE ZW MZ KW PG SC BH GM LK,open-meteo-geocoding,
Hagley Oval,hagley oval,mapped,Christchurch,Christchurch,Canterbury,NZ,New Zealand,-43.5333,172.6333,Pacific/Auckland,NZ GB LK BD JM TT BB GY LC VC AG GD KN DM PK AU ZA IN CA KE,open-meteo-geocoding,
"Hagley Oval, Christchurch",hagley oval christchurch,mapped,Christchurch,Christchurch,Canterbury,NZ,New Zealand,-43.5333,172.6333,Pacific/Auckland,NZ PK ZA GB BD LK IN AU JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
Happy Valley Ground,happy valley ground,mapped,Episkopi,Episkopi,Pafos,CY,Cyprus,34.7959,32.5264,Asia/Nicosia,CY EE MT IM FI FR HR JE GG SI AT RS SE,open-meteo-geocoding,
Happy Valley Ground 2,happy valley ground 2,mapped,Episkopi,Episkopi,Pafos,CY,Cyprus,34.7959,32.5264,Asia/Nicosia,CY BG GR AT SE RS GG JE MT FR HR SI,open-meteo-geocoding,
Harare Sports Club,harare sports club,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,ZW GB IE IN PK BD LK NZ JM TT BB GY LC VC AG GD KN DM AU ZA NL PG NA AE US KE TZ TH NP OM UG NG BW MW,open-meteo-geocoding,
Hare Field,hare field,mapped,Coggeshall,Coggeshall,England,GB,United Kingdom,51.8708,0.6854,Europe/London,VU,open-meteo-geocoding,country not among the archive's votes
Harlequins,harlequins,mapped,Pretoria,Pretoria,Gauteng,ZA,South Africa,-25.7449,28.1878,Africa/Johannesburg,ZA PK,open-meteo-geocoding,
Harrup Park,harrup park,mapped,Mackay,Mackay,Queensland,AU,Australia,-21.1534,149.1655,Australia/Brisbane,AU,open-meteo-geocoding,
"Harry Barker Reserve, Gisborne",harry barker reserve gisborne,mapped,Gisborne,Gisborne,Gisborne,NZ,New Zealand,-38.6533,178.0042,Pacific/Auckland,NZ,open-meteo-geocoding,
Haslegrave Ground,haslegrave ground,mapped,Loughborough,Loughborough,England,GB,United Kingdom,52.7667,-1.2000,Europe/London,GB PK,open-meteo-geocoding,
"Haslegrave Ground, Loughborough",haslegrave ground loughborough,mapped,Loughborough,Loughborough,England,GB,United Kingdom,52.7667,-1.2000,Europe/London,GB,open-meteo-geocoding,
Hazelaarweg,hazelaarweg,mapped,Rotterdam,Rotterdam,South Holland,NL,The Netherlands,51.9225,4.4792,Europe/Amsterdam,NL ZW IE GB GI FI ES GG IL NP,open-meteo-geocoding,
"Hazelaarweg, Rotterdam",hazelaarweg rotterdam,mapped,Rotterdam,Rotterdam,South Holland,NL,The Netherlands,51.9225,4.4792,Europe/Amsterdam,NL GB IT DE IE PK CA US,open-meteo-geocoding,
Headingley,headingley,mapped,Leeds,Leeds,England,GB,United Kingdom,53.7965,-1.5478,Europe/London,GB PK LK ZA IN AU JM TT BB GY LC VC AG GD KN DM NZ BD,open-meteo-geocoding,
"Headingley, Leeds",headingley leeds,mapped,Leeds,Leeds,England,GB,United Kingdom,53.7965,-1.5478,Europe/London,GB PK AU IN ZA NZ BD NL JM TT BB GY LC VC AG GD KN DM ZW,open-meteo-geocoding,
"High Performance Oval, Windhoek",high performance oval windhoek,mapped,Windhoek,Windhoek,Khomas Region,NA,Namibia,-22.5594,17.0832,Africa/Windhoek,UG NA TZ KE RW SL NG HK ZW,open-meteo-geocoding,
Himachal Pradesh Cricket Association Stadium,himachal pradesh cricket association stadium,mapped,Dharamsala,Dharamsala,Himachal Pradesh,IN,India,32.2201,76.3201,Asia/Kolkata,IN GB BD IE NZ AU JM TT BB GY LC VC AG GD KN DM NL OM LK ZA,open-meteo-geocoding,
"Himachal Pradesh Cricket Association Stadium, Dharamsala",himachal pradesh cricket association stadium dharamsala,mapped,Dharamsala,Dharamsala,Himachal Pradesh,IN,India,32.2201,76.3201,Asia/Kolkata,IN LK GB ZA NZ BD NL AU,open-meteo-geocoding,
Holkar Cricket Stadium,holkar cricket stadium,mapped,Indore,Indore,Madhya Pradesh,IN,India,22.7179,75.8333,Asia/Kolkata,IN LK NZ AU BD JM TT BB GY LC VC AG GD KN DM ZA,open-meteo-geocoding,
"Holkar Cricket Stadium, Indore",holkar cricket stadium indore,mapped,Indore,Indore,Madhya Pradesh,IN,India,22.7179,75.8333,Asia/Kolkata,IN AU NZ ZA GB,open-meteo-geocoding,
Holkar Stadium,holkar stadium,mapped,Indore,Indore,Madhya Pradesh,IN,India,22.7179,75.8333,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Hong Kong Cricket Club,hong kong cricket club,mapped,Wong Nai Chung Gap,Wong Nai Chung Gap,Wan Chai,HK,,22.2571,114.1930,Asia/Hong_Kong,JP NP TZ HK KR,open-meteo-geocoding,
Howell Oval,howell oval,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU,open-meteo-geocoding,
"Hurlingham Club Ground, Buenos Aires",hurlingham club ground buenos aires,mapped,Buenos Aires,Buenos Aires,Panamá Oeste Province,PA,Panama,8.6315,-79.9477,America/Panama,PA AR BS KY BM MX BR BZ,open-meteo-geocoding,
Hurstville Oval,hurstville oval,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
IC-Gurunanak College Ground,ic gurunanak college ground,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
ICC Academy,icc academy,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,AE GB NP NL PG KE IE US HK BM SG NA PK JM TT BB GY LC VC AG GD KN DM OM DK,open-meteo-geocoding,
ICC Academy Ground No 2,icc academy ground no 2,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,BM KE GB PG NA SG DK NP NL UG OM,open-meteo-geocoding,country not among the archive's votes
"ICC Academy Ground No 2, Dubai",icc academy ground no 2 dubai,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,AE BT NP MY HK KW,open-meteo-geocoding,
ICC Academy Oval 1,icc academy oval 1,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,DK BM,open-meteo-geocoding,country not among the archive's votes
ICC Academy Oval 2,icc academy oval 2,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,NP DK KE,open-meteo-geocoding,country not among the archive's votes
"ICC Academy, Dubai",icc academy dubai,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,AE KW OM GB NA BH SA QA PG NP US IE MY BT HK ZW,open-meteo-geocoding,
ICC Global Cricket Academy,icc global cricket academy,mapped,Dubai,Dubai,Dubai,AE,United Arab Emirates,25.0772,55.3093,Asia/Dubai,CA KE AE IE GB,open-meteo-geocoding,
"Independence Park, Port Vila",independence park port vila,mapped,Port Vila,Port Vila,Shefa,VU,Vanuatu,-17.7365,168.3137,Pacific/Efate,CK FJ WS VU,open-meteo-geocoding,
Indian Association Ground,indian association ground,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,SG MY NP QA ZW KW BH JE OM MV SA BT DK IT,open-meteo-geocoding,
"Indian Association Ground, Singapore",indian association ground singapore,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,SG MY PG MM,open-meteo-geocoding,
Indian Petrochemicals Corporation Limited Sports Complex Ground,indian petrochemicals corporation limited sports complex ground,mapped,Vadodara,Vadodara,Gujarat,IN,India,22.2994,73.2081,Asia/Kolkata,IN JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Instonians Cricket Club, Shaw's Bridge Lower Ground, Belfast",instonians cricket club shaw s bridge lower ground belfast,mapped,Belfast,Belfast,Northern Ireland,GB,United Kingdom,54.5968,-5.9254,Europe/London,IE GB,open-meteo-geocoding,
Integrated Polytechnic Regional Centre,integrated polytechnic regional centre,mapped,Kigali,Kigali,Kigali,RW,Rwanda,-1.9500,30.0588,Africa/Kigali,RW UG LS KE NG TZ SC BW ML GM SZ GH MZ SL MW DE CM BR,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
International Sports Stadium,international sports stadium,mapped,Coffs Harbour,Coffs Harbour,New South Wales,AU,Australia,-30.2963,153.1135,Australia/Sydney,AU ZA GB,open-meteo-geocoding,
"International Sports Stadium, Coffs Harbour",international sports stadium coffs harbour,mapped,Coffs Harbour,Coffs Harbour,New South Wales,AU,Australia,-30.2963,153.1135,Australia/Sydney,AU,open-meteo-geocoding,
Invermay Park,invermay park,mapped,Launceston,Launceston,Tasmania,AU,Australia,-41.4388,147.1347,Australia/Hobart,AU,open-meteo-geocoding,
"Invermay Park, Launceston",invermay park launceston,mapped,Launceston,Launceston,Tasmania,AU,Australia,-41.4388,147.1347,Australia/Hobart,AU,open-meteo-geocoding,
Iqbal Stadium,iqbal stadium,mapped,Faisalabad,Faisalabad,Punjab,PK,Pakistan,31.4155,73.0897,Asia/Karachi,PK ZW GB IN JM TT BB GY LC VC AG GD KN DM ZA BD,open-meteo-geocoding,
"Iqbal Stadium, Faisalabad",iqbal stadium faisalabad,mapped,Faisalabad,Faisalabad,Punjab,PK,Pakistan,31.4155,73.0897,Asia/Karachi,ZA PK,open-meteo-geocoding,
"Ishoj Cricket Club, Vejledalen",ishoj cricket club vejledalen,mapped,Ishøj,Ishøj,Capital Region,DK,Denmark,55.6154,12.3518,Europe/Copenhagen,FI NO DE SE DK,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
JSCA International Stadium Complex,jsca international stadium complex,mapped,Ranchi,Ranchi,Jharkhand,IN,India,23.3432,85.3094,Asia/Kolkata,IN AU LK NZ ZA GB,open-meteo-geocoding,
"JSCA International Stadium Complex, Ranchi",jsca international stadium complex ranchi,mapped,Ranchi,Ranchi,Jharkhand,IN,India,23.3432,85.3094,Asia/Kolkata,IN NZ ZA GB,open-meteo-geocoding,
"JU Second Campus, Salt Lake",ju second campus salt lake,mapped,Salt Lake,Salt Lake City,West Bengal,IN,India,22.5833,88.4167,Asia/Kolkata,IN,open-meteo-geocoding,
Jadavpur University Campus,jadavpur university campus,mapped,Kolkata,Kolkata,West Bengal,IN,India,22.5626,88.3630,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Jadavpur University Campus 2nd Ground, Kolkata",jadavpur university campus 2nd ground kolkata,mapped,Kolkata,Kolkata,West Bengal,IN,India,22.5626,88.3630,Asia/Kolkata,IN,open-meteo-geocoding,
Jade Stadium,jade stadium,mapped,Christchurch,Christchurch,Canterbury,NZ,New Zealand,-43.5333,172.6333,Pacific/Auckland,NZ LK JM TT BB GY LC VC AG GD KN DM GB,open-meteo-geocoding,
"Jade Stadium, Christchurch",jade stadium christchurch,mapped,Christchurch,Christchurch,Canterbury,NZ,New Zealand,-43.5333,172.6333,Pacific/Auckland,IN NZ,open-meteo-geocoding,
Jaffery Sports Club Ground,jaffery sports club ground,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,QA UG SA KE CA,open-meteo-geocoding,
Jawaharlal Nehru Stadium,jawaharlal nehru stadium,mapped,Kochi,Kochi,Kerala,IN,India,9.9399,76.2602,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; assumed Kochi; the archive names no city and several Indian stadiums carry the name"
"Jimmy Powell Oval, Cayman Islands",jimmy powell oval cayman islands,mapped,George Town,George Town,George Town,KY,,19.2866,-81.3744,America/Cayman,KY US CA AR MX BM BS,open-meteo-geocoding,
Jinja Cricket Ground,jinja cricket ground,mapped,Jinja,Jinja,Eastern Region,UG,Uganda,0.4390,33.2032,Africa/Kampala,BH UG,open-meteo-geocoding,
John Davies Oval,john davies oval,mapped,Queenstown,Queenstown,Otago,NZ,New Zealand,-45.0302,168.6627,Pacific/Auckland,LK NZ,open-meteo-geocoding,
"John Davies Oval, Queenstown",john davies oval queenstown,mapped,Queenstown,Queenstown,Otago,NZ,New Zealand,-45.0302,168.6627,Pacific/Auckland,NZ IN PK LK BD,open-meteo-geocoding,
Johor Cricket Academy Oval,johor cricket academy oval,mapped,Johor,Johor Bahru,Johor,MY,Malaysia,1.4655,103.7578,Asia/Kuala_Lumpur,MY SG KW,open-meteo-geocoding,
"Jubilee Park, Ringwood, Melbourne",jubilee park ringwood melbourne,mapped,Melbourne,Melbourne,Victoria,AU,Australia,-37.8140,144.9633,Australia/Melbourne,AU,open-meteo-geocoding,
Junction Oval,junction oval,mapped,Melbourne,Melbourne,Victoria,AU,Australia,-37.8140,144.9633,Australia/Melbourne,AU IN NZ BD LK GB,open-meteo-geocoding,
"Junction Oval, Melbourne",junction oval melbourne,mapped,Melbourne,Melbourne,Victoria,AU,Australia,-37.8140,144.9633,Australia/Melbourne,AU GB JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"KSCA Cricket Ground, Alur",ksca cricket ground alur,mapped,Bengaluru,Bengaluru,Karnataka,IN,India,12.9719,77.5937,Asia/Kolkata,IN,open-meteo-geocoding,
Kaizuka Cricket Ground,kaizuka cricket ground,mapped,Osaka,Osaka,Osaka,JP,Japan,34.6938,135.5011,Asia/Tokyo,JP HK,open-meteo-geocoding,
Kallang Ground,kallang ground,mapped,Singapore,Singapore,,SG,Singapore,1.2897,103.8501,Asia/Singapore,SG KW MY DK OM MV SA JE IT,open-meteo-geocoding,
Karen Rolton Oval,karen rolton oval,mapped,Adelaide,Adelaide,South Australia,AU,Australia,-34.9287,138.5986,Australia/Adelaide,AU NZ,open-meteo-geocoding,
"Karen Rolton Oval, Adelaide",karen rolton oval adelaide,mapped,Adelaide,Adelaide,South Australia,AU,Australia,-34.9287,138.5986,Australia/Adelaide,AU,open-meteo-geocoding,
"Karori Park, Wellington",karori park wellington,mapped,Wellington,Wellington,Wellington Region,NZ,New Zealand,-41.2866,174.7756,Pacific/Auckland,NZ,open-meteo-geocoding,
Keenan Stadium,keenan stadium,mapped,Jamshedpur,Jamshedpur,Jharkhand,IN,India,22.8028,86.1855,Asia/Kolkata,IN GB,open-meteo-geocoding,
Kennards Hire Community Oval,kennards hire community oval,mapped,Auckland,Auckland,Auckland,NZ,New Zealand,-36.8485,174.7635,Pacific/Auckland,NZ,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Kennington Oval,kennington oval,mapped,London,London,England,GB,United Kingdom,51.5085,-0.1257,Europe/London,GB AU JM TT BB GY LC VC AG GD KN DM ZA LK IN PK NZ BD IE US ZW,open-meteo-geocoding,
"Kennington Oval, London",kennington oval london,mapped,London,London,England,GB,United Kingdom,51.5085,-0.1257,Europe/London,GB IN AU ZA NZ LK PK JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
Kensington Oval,kensington oval,mapped,Bridgetown,Bridgetown,Saint Michael,BB,Barbados,13.1073,-59.6202,America/Barbados,JM TT BB GY LC VC AG GD KN DM ZA,open-meteo-geocoding,
"Kensington Oval, Barbados",kensington oval barbados,mapped,Bridgetown,Bridgetown,Saint Michael,BB,Barbados,13.1073,-59.6202,America/Barbados,JM TT BB GY LC VC AG GD KN DM GB AU IE,open-meteo-geocoding,
"Kensington Oval, Bridgetown",kensington oval bridgetown,mapped,Barbados,Barbados,,BB,Barbados,13.1645,-59.5517,America/Barbados,JM TT BB GY LC VC AG GD KN DM US GB AU ZA PK LK BD NZ IN IE ZW,open-meteo-geocoding,
"Kensington Oval, Bridgetown, Barbados",kensington oval bridgetown barbados,mapped,Bridgetown,Bridgetown,Saint Michael,BB,Barbados,13.1073,-59.6202,America/Barbados,JM TT BB GY LC VC AG GD KN DM GB US AU NZ IN OM NA PK ZA LK,open-meteo-geocoding,
Kent County Cricket Ground,kent county cricket ground,mapped,Beckenham,Beckenham,England,GB,United Kingdom,51.4088,-0.0253,Europe/London,GB,open-meteo-geocoding,
"Kent County Cricket Ground, Beckenham",kent county cricket ground beckenham,mapped,Beckenham,Beckenham,England,GB,United Kingdom,51.4088,-0.0253,Europe/London,GB,open-meteo-geocoding,
Kerava National Cricket Ground,kerava national cricket ground,mapped,Kerava,Kerava,Uusimaa,FI,Finland,60.4034,25.1050,Europe/Helsinki,FI SE NO IM EE PT DE GR CZ LU CY TR IT FR GG RO HR RS AT SI BG ES IL DK,open-meteo-geocoding,
Kerrydale Oval,kerrydale oval,mapped,Gold Coast,Gold Coast,Queensland,AU,Australia,-28.0003,153.4309,Australia/Brisbane,AU PK,open-meteo-geocoding,
Khan Shaheb Osman Ali Stadium,khan shaheb osman ali stadium,mapped,Fatullah,Fatullah,Dhaka Division,BD,Bangladesh,23.6500,90.4900,Asia/Dhaka,BD IN LK HK AU NZ PK OM AE,open-meteo-geocoding,
Khettarama Stadium,khettarama stadium,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK AU,open-meteo-geocoding,
Kibworth Cricket Club Ground,kibworth cricket club ground,mapped,Kibworth,Kibworth Harcourt,England,GB,United Kingdom,52.5444,-0.9949,Europe/London,GB,open-meteo-geocoding,
Kibworth Cricket Club New Ground,kibworth cricket club new ground,mapped,Kibworth,Kibworth Harcourt,England,GB,United Kingdom,52.5444,-0.9949,Europe/London,,open-meteo-geocoding,no country vote; most populous place of that name
King George V Sports Ground,king george v sports ground,mapped,Castel,Castel,Castel,GG,,49.4676,-2.6002,Europe/Guernsey,DK GG NO DE JE IT,open-meteo-geocoding,
"King George V Sports Ground, Castel",king george v sports ground castel,mapped,Castel,Castel,Castel,GG,,49.4676,-2.6002,Europe/Guernsey,GG CY DK IM JE ES CZ FI EE MT GR BG PG,open-meteo-geocoding,
Kingsmead,kingsmead,mapped,Durban,Durban,KwaZulu-Natal,ZA,South Africa,-29.8579,31.0292,Africa/Johannesburg,ZA IN PK AU NZ GB JM TT BB GY LC VC AG GD KN DM LK ZW KE,open-meteo-geocoding,
